"id","business_name","phone","email","years_in_business","services","neighborhoods","general_info","business_page","category","website","address","rating","keyword","place"
"1000462803429","U.S. Cellular","(800) 331-8923","","35","","","U.S. Cellular is the fifth-largest full-service wireless carrier in the United States, providing national network coverage and industry-leading innovations designed to elevate the customer experience. The Chicago-based carrier has a strong line-up of cutting-edge devices that are all backed by a high-quality network in big and small cities and rural communities. Currently, 94 percent of customers have access to 4G LTE speeds. U.S. Cellular was named a J.D. Power and Associates Customer Champion in 2014 for the third time in four years.","https://www.yellowpages.com/nationwide/mip/u-s-cellular-11421706?lid=1000462803429","Cellular Telephone Service, Wireless Communication, Cellular Telephone Equipment & Supplies, Telephone Equipment & Systems, Telephone Companies, Consumer Electronics","https://www.uscellular.com","","42","Telecom","Los+Angeles,+CA"
"1001808023993","InScope Communications, LLC","(888) 223-8968","","","","","InScope Communications is a preferred dealer of the world's most reputable telecommunications equipment. We are a Nationwide Supplier of telephone systems, wi-fi equipment, networking supplies, and wireless headsets. We will supply your office and multiple locations with the latest and greatest telecom products available. We carry all the top brands and offer expedited shipping. Our nationwide network of contractors are on standby to assist with any and all of your telecom needs. Ask us how we can save you money through our Hosted VoIP Solutions with AVAYA! Give us a call today. We make it easy to do business with InScope!","https://www.yellowpages.com/nationwide/mip/inscope-communications-llc-533624097?lid=1001808023993","Telephone Equipment & Systems-Repair & Service, Telephone & Television Cable Contractors, Computers & Computer Equipment-Service & Repair, Computer Cable & Wire Installation, Telephone Communications Services, Telecommunications-Equipment & Supply, Telecommunications Services, Access Control Systems, Telecommunications Consultants, Data Communications Equipment & Systems, Telephone Equipment & Systems, Network Communications, Point Of Sale Equipment & Supplies, Surveillance Equipment","http://www.inscopecom.com","Serving the Los Angeles Area","","Telecom","Los+Angeles,+CA"
"1001570964907","Spectrum Authorized Reseller - DGS","(888) 246-5144","","","","","Spectrum Cable Digital TV with HD gives even more great entertainment, plus you can experience it all in crystal-clear digital-quality picture and sound. Spectrum Cable Broadband Internet lets you surf and download huge files at blazing-fast speed. Plus, get a dependable connection, that is always on. Plus with Spectrum Cable Broadband Internet, you get access to exclusive online content! Spectrum Cable Digital Home Phone, you can always get through to the people who matter most, and you'll always hear them in crystal-clear sound. Plus, with unlimited nationwide calling in the United States, Canada and Puerto Rico, everyone is much closer. Plus, get the newest super features like Caller ID on Digital TV and Caller ID on PC.","https://www.yellowpages.com/nationwide/mip/spectrum-authorized-reseller-dgs-483915620?lid=1001570964907","Cable & Satellite Television, Telephone Companies, Television Systems-Closed Circuit Telecasting, Telecommunications Services, Telephone Equipment & Systems, Satellite & Cable TV Equipment & Systems, Internet Service Providers (ISP), Telephone Communications Services, Wireless Internet Providers, Security Control Systems & Monitoring, Access Control Systems, Security Equipment & Systems Consultants, Utility Companies","","Serving the Los Angeles Area","","Telecom","Los+Angeles,+CA"
"1001437855696","U-verse - AT&T - Authorized Retailer","(888) 265-8656","","","","","U-Verse TV 
Switch to a TV Package for everyone in the house! Enjoy a high quality picture along with Total Home DVR, Multi-view channel browsing, On Demand choice programming and access to over 175 HD channels and growing!  

  U-Verse Internet 
High Speed Internet up to 18 Mbps at home or on-the-go access to AT&T's entire national Wi-Fi Hotspot at no extra charge. Plus added benefit like access to Uverse.com with over 250,000 videos of your favorite TV shows, movies, music, and sports for free. Call and switch to U-verse High Speed Internet Now!  

  U-Verse Voice 
Unlimited Nation-wide calling with 20 calling features like Caller ID displayed on U-verse TV, Visual Voice mail, plus web-based call management and much more. Switched to the next generation digital home phone service and save even more!  

  U-Verse Bundle 
Get Better TV, faster internet, and a smarter phone with AT&T U-Verse bundle. Bring it all together in a customize bundle package according to your needs!","https://www.yellowpages.com/nationwide/mip/u-verse-at-t-authorized-retailer-496425115?lid=1001437855696","Security Control Systems & Monitoring, Access Control Systems, Security Equipment & Systems Consultants, Internet Products & Services, Cable & Satellite Television, Telephone Companies, Television Systems-Closed Circuit Telecasting, Telecommunications Services, Telephone Equipment & Systems, Satellite & Cable TV Equipment & Systems, Telephone Communications Services, Internet Service Providers (ISP), Wireless Internet Providers","http://www.getattonline.com/?tfn=844-523-1903","Serving the Los Angeles Area","","Telecom","Los+Angeles,+CA"
"1001809828311","DirecTV AT&T Bundle Deals - Authorized Reseller DGS","(888) 272-9234","","","","","Get Unlimited Phone, Fast Internet & HD Channels w/ DirecTV & U-Verse Package Plans. High Reliability with Customer Support!","https://www.yellowpages.com/nationwide/mip/directv-at-t-bundle-deals-authorized-reseller-dgs-541788529?lid=1001809828311","Wireless Internet Providers, Satellite Equipment & Systems, Telephone Companies, Internet Service Providers (ISP), Cable & Satellite Television","http://www.getattonline.com/?tfn=844-523-1903","Serving the Los Angeles Area","","Telecom","Los+Angeles,+CA"
"1000120148190","A Personal Answering Service","(888) 863-7553","hello@thanksforcalling.com","33","","","A Personal Answering Service offers a comprehensive suite of services customizable to your business needs, including: 
 
 
Live Secretary Messaging, featuring:  
 
 
* Custom Messaging Services 
* Customized Protocols as Complex As Needed 
* Fields Used To Determine If Call Should Be Dispatched Immediately 
* Instant Conference Calling 
* Personalized Answer Phrase Multiple Lines Forwarded To Same Number 
 
 
You can also use the secretary during normal business hours as overflow receptionist to prevent ""busy-signal"" hang-ups and lost business. 
 
 
Voice Mail With or Without Operator Assistance: 
 
 
* Your Own Personal Greeting with Password Access 
* Group or Individual Mailboxes Available With Greetings and Announcement Services As Well 
 
 
Multiple Message Delivery Options:  
 
 
Messages will be faxed to number you request and messages can be e-mailed to your pc or cell phone.","https://www.yellowpages.com/nationwide/mip/a-personal-answering-service-9889854?lid=1000120148190","Secretarial Services, Call Centers, Telephone Communications Services, Telephone Companies, Telephone Answering Service","http://thanksforcalling.com","Serving the Los Angeles Area","","Telecom","Los+Angeles,+CA"
"1001766851362","Uplinx Technologies","(760) 313-0178","admin@uplinx.net","22","","","Uplinx Technologies has been in business since 1996. We service all of Southern California with Cat 5e, Cat 6, Fiber optics and coaxial. We sell, install and program the Avaya IP office phone systems as well as OOma Business phone systems. We also cable and install security cameras. Our company is less expensive than most telecom companies in Southern California. We strive to always take care of our customers honestly and in a timely manner with expertise. Call Uplinx for a free estimate for your telecom needs.","https://www.yellowpages.com/temecula-ca/mip/uplinx-technologies-458151909?lid=1001766851362","Fiber Optics-Components, Equipment & Systems, Computer Cable & Wire Installation, Telephone Communications Services, Communications Services, Telecommunications Consultants, Telecommunications Services","http://www.uplinx.net","Serving the Los Angeles Area","2","Telecom","Los+Angeles,+CA"
"1001727847531","Cox Communications - Authorized Retailer","(888) 273-6213","","","","","Cox TV gives the user unique experience of enjoying popular cable channels for every member of your family whether its sports, news, movies or your favorite TV shows. Cox has above 230 channels to choose from with more than 100HD channels. While other providers like satellite may charge you extra for your local stations, they're included in every one of our packages. Best of all Cox TV is available for free for all your additional TVs - with no need for additional equipment. Cox delivers you the best internet experience with fast download speeds including PowerBoost® which gives you a temporary boost of speed when transferring large files. More of what you expect from a phone company and all for less money our package includes unlimited local callings for user with important features like call waiting, caller ID and voicemail. And, you'll get Phone Tools to access it all online including your voice messages. Get Fastest Internet, Phone & Cable For $89.99/M. For Details Call Now!","https://www.yellowpages.com/nationwide/mip/cox-communications-authorized-retailer-533519432?lid=1001727847531","Wireless Internet Providers, Telephone & Television Cable Contractors, Telephone Companies, Internet Service Providers (ISP), Cable & Satellite Television","http://coxbundledeals.com/?tfn=855-385-5858","Serving the Los Angeles Area","","Telecom","Los+Angeles,+CA"
"1001961194080","Get AT&T Online","(800) 810-0233","","","Unlimited talk, text & data with fast 4G LTE speedsLaunch your own 15GB personal hotspot (After 15GB, hotspot speed limited to max of 128kbps)Get 30+ channels of live TV & on demand with the WatchTV app**","","Not only do you get to enjoy 30+ channels of live TV and 15,000 movies & hit shows on demand with the WatchTV app, you also be able to watch on your favorite devices like Apple TV, Android and Roku. Stream all you want with no overage charges.","https://www.yellowpages.com/nationwide/mip/get-at-t-online-547406931?lid=1001961194080","Cellular Telephone Service, Telephone Companies, Wireless Communication, Cellular Telephone Equipment & Supplies","https://www.getattonline.com/Wireless","Serving the Los Angeles Area","","Telecom","Los+Angeles,+CA"
"1000445590334","Local Cable Deals - DGS","(888) 287-8406","","","","","","https://www.yellowpages.com/nationwide/mip/local-cable-deals-dgs-496250933?lid=1000445590334","Telecommunications Services, Telephone Companies, Wireless Internet Providers, Internet Service Providers (ISP), Cable & Satellite Television","http://www.localcabledeals.com/?tfn=1-855-893-2095","Serving the Los Angeles Area","","Telecom","Los+Angeles,+CA"
"467343230","Vocom International Telecomm","(213) 627-8999","sales@uscolo.com","20","","Central LA, Financial District, Downtown Los Angeles","","https://www.yellowpages.com/los-angeles-ca/mip/vocom-international-telecomm-467343230?lid=467343230","Telecommunications Consultants, Telephone Companies","http://www.vocom.com","650 S Grand Ave Suite 901Los Angeles, CA 90017","","Telecom","Los+Angeles,+CA"
"510706935","mGage, LLC","(310) 957-3300","","","","West Los Angeles, Westchester, Westchester-Playa Del Rey","mGage, LLC provides mobile messaging services for companies to create better customer experiences. Serving over 1,000 brands across six continents, mGage powers billions of monthly SMS, MMS, and push interactions through a single campaign management tool and a robust set of APIs. As a Tier 1 aggregator in the U.S., mGage has direct connectivity to all major wireless carriers and indirect connectivity with over 500 carriers worldwide, extending our reach to more than 150 countries.","https://www.yellowpages.com/los-angeles-ca/mip/mgage-llc-510706935?lid=510706935","Telecommunications Consultants","http://www.mgage.com","6601 Center Dr W Ste 700Los Angeles, CA 90045","","Telecom","Los+Angeles,+CA"
"2084204","Tremcom International Inc","(213) 833-0133","tremcom_info@tremcom.com","","","Central LA, Financial District, Downtown Los Angeles","TremCom International is a California-based communications company that offers a range of voice, data and e-commerce solutions. It provides Internet application products, as well as Web hosting and messaging services. The company conducts research studies and evaluates emerging technologies in the areas of telecommunications. It offers iLink adapters, which enables standard telephones and fax machines to be connected to Internet provider-based data networks. TremCom International maintains an online payment center that enables clients access to the viewing, printing and payment of monthly bills. It also provides a variety of domestic and long-distance calling plans. Additionally, the company enables business customers to utilize its public switched telephone network and voice over internet protocol networks to make calls to any telephone number worldwide.","https://www.yellowpages.com/los-angeles-ca/mip/tremcom-international-inc-2084204?lid=2084204","Telephone Companies, Telecommunications Services","http://tremcom.com","626 Wilshire Blvd Ste 300Los Angeles, CA 90017","","Telecom","Los+Angeles,+CA"
"12784936","Cti","(323) 661-0506","","","","East LA, Silver Lake","","https://www.yellowpages.com/los-angeles-ca/mip/cti-12784936?lid=12784936","Telephone Companies, Consumer Electronics, Telecommunications Services, Television & Radio Stores","","2816 Rowena Ave Ste 2Los Angeles, CA 90039","","Telecom","Los+Angeles,+CA"
"467105193","Telecom House","(310) 270-4371","","18","","West Los Angeles, South Robertson","Telecom House provides a range of international calling solutions and services. Its direct long-distance service allows users to make international calls on low rates. The company offers 1-800-Solutions, which enables customers to call from cellular phone without registration. Telecom House provides a variety of prepaid phone and calling cards. The company serves homes and businesses.","https://www.yellowpages.com/los-angeles-ca/mip/telecom-house-467105193?lid=467105193","Telephone Companies, Telephone Equipment & Systems-Repair & Service","http://telecomhouse.com","1114 S Robertson BlvdLos Angeles, CA 90035","","Telecom","Los+Angeles,+CA"
"475724344","Tollfreeforwarding.Com","(888) 452-1505","Support@TollFreeForwarding.com","9","","Westchester, West Los Angeles, Westchester-Playa Del Rey","Alexander Enterprises Construction and Development builds showcase residences and offers consulting services for homeowners and builders. Its homes are constructed in rectilinear, angular and curvilinear forms and amenities include detached recreational vehicle garages, workshops and pool bath structures. The company has been recognized as the Best Custom Home Builder by Arizona Republic.","https://www.yellowpages.com/los-angeles-ca/mip/tollfreeforwarding-com-475724344?lid=475724344","Telephone Companies","","9841 Airport Blvd Ste FloorLos Angeles, CA 90045","","Telecom","Los+Angeles,+CA"
"530253394","FreedomPop Business Account","(510) 771-1210","nerissa.freedompop@gmail.com","6","","West Los Angeles, Westwood, Westwood Village","We offer the best deal! Save money up to 50% of your bill! Free service for business use. Selling opportunity for retailers and get a great margin of price and commissions!","https://www.yellowpages.com/los-angeles-ca/mip/freedompop-business-account-530253394?lid=530253394","Telephone Companies","https://www.freedompop.com/freedompop-business","1100 Glendon Ave #700Los Angeles, CA 90024","","Telecom","Los+Angeles,+CA"
"463655475","Vertex Telecom","(213) 996-1998","","23","","Central LA, Financial District, Downtown Los Angeles","","https://www.yellowpages.com/los-angeles-ca/mip/vertex-telecom-463655475?lid=463655475","Telecommunications Consultants, Telephone Companies, Telephone Equipment & Systems-Repair & Service, Telephone Equipment & Systems, Telecommunications-Equipment & Supply","http://www.vertextelecom.com","615 S Grand AveLos Angeles, CA 90017","","Telecom","Los+Angeles,+CA"
"459999555","Tw Telecom","(213) 614-1102","","","","Central LA, Financial District, Downtown Los Angeles","","https://www.yellowpages.com/los-angeles-ca/mip/tw-telecom-459999555?lid=459999555","Telephone Companies, Telecommunications Services, Telephone Companies-Long Distance Service, Internet Service Providers (ISP), Telephone Equipment & Systems-Repair & Service, Telephone Equipment & Systems, Telecommunications Consultants, Telecommunications-Equipment & Supply, Communications Services","","600 W 7th StLos Angeles, CA 90017","","Telecom","Los+Angeles,+CA"
"462496556","Itelecom","(323) 602-0420","Quotes@iTelecom.com","13","","Central LA, Mid-City West","","https://www.yellowpages.com/los-angeles-ca/mip/itelecom-462496556?lid=462496556","Telecommunications Consultants, Telecommunications Services, Telephone Equipment & Systems, Telecommunications-Equipment & Supply, Telephone Companies, Telephone Equipment & Systems-Repair & Service","","7250 Melrose Ave Ste 4Los Angeles, CA 90046","","Telecom","Los+Angeles,+CA"
"461785806","Megapin Com","(213) 623-3080","","","","Downtown Los Angeles, Central LA, Financial District","","https://www.yellowpages.com/los-angeles-ca/mip/megapin-com-461785806?lid=461785806","Telecommunications Consultants, Telecommunications-Equipment & Supply","","707 Wilshire Blvd Ste 5388Los Angeles, CA 90017","","Telecom","Los+Angeles,+CA"
"465952030","Hawaiian Telcom","(213) 488-8087","","7","","Downtown Los Angeles, Central LA, Financial District","","https://www.yellowpages.com/los-angeles-ca/mip/hawaiian-telcom-465952030?lid=465952030","Telecommunications Consultants, Business Coaches & Consultants, Telecommunications Services, Telephone Companies-Long Distance Service, Telephone Companies","http://www.hawaiiantel.com","624 S Grand AveLos Angeles, CA 90017","","Telecom","Los+Angeles,+CA"
"452241520","Western Telecommunication Consulting","(213) 622-4444","P_Beidelman@wtc-inc.net","","","Downtown Los Angeles, South Park, Central LA","","https://www.yellowpages.com/los-angeles-ca/mip/western-telecommunication-consulting-452241520?lid=452241520","Telecommunications Consultants, Telecommunications Services, Telephone Companies, Business Coaches & Consultants","http://www.wtc-inc.net","801 S Grand Ave Ste 575Los Angeles, CA 90017","","Telecom","Los+Angeles,+CA"
"14685224","Hotline Communications","(213) 387-5930","harold@hotlinetelecom.com","","","Central LA, Rampart Village","","https://www.yellowpages.com/los-angeles-ca/mip/hotline-communications-14685224?lid=14685224","Telecommunications Consultants, Telephone Companies, Telephone Equipment & Systems-Repair & Service","http://hotlinetelecom.com","3000 Beverly BlvdLos Angeles, CA 90057","","Telecom","Los+Angeles,+CA"
"1827210","Nextcom","(310) 360-1000","","","","West Los Angeles, Marina del Rey","","https://www.yellowpages.com/los-angeles-ca/mip/nextcom-1827210?lid=1827210","Telephone Companies, Telecommunications Services, Telecommunications Consultants","","5454 Beethoven St Ste 200Los Angeles, CA 90066","","Telecom","Los+Angeles,+CA"
"482051710","Business Phone Systs Los Angls","(213) 985-0027","","","","South Park, Downtown Los Angeles, Central LA","","https://www.yellowpages.com/los-angeles-ca/mip/business-phone-systs-los-angls-482051710?lid=482051710","Telephone Companies, Telecommunications Services, Telecommunications-Equipment & Supply","http://businessphonesystemslosangeles.com","1100 S Hope StLos Angeles, CA 90015","","Telecom","Los+Angeles,+CA"
"452240639","A-Free Local & Free Local Long Distance Calls","(323) 461-1995","","","","Central LA, Central Hollywood","","https://www.yellowpages.com/los-angeles-ca/mip/a-free-local-free-local-long-distance-calls-452240639?lid=452240639","Telephone Companies, Telephone Companies-Long Distance Service, Telephone Communications Services, Telecommunications Services","","1231 N Las Palmas AveLos Angeles, CA 90038","","Telecom","Los+Angeles,+CA"
"517464495","Computer Telephone Corp","(310) 412-8649","","","","Westchester, West Los Angeles, Westchester-Playa Del Rey","","https://www.yellowpages.com/los-angeles-ca/mip/computer-telephone-corp-517464495?lid=517464495","Telephone Companies, Telephone Communications Services","","6033 W Century BlvdLos Angeles, CA 90045","","Telecom","Los+Angeles,+CA"
"475034687","Sohonet Inc","(310) 449-8600","","","","West Los Angeles, Marina del Rey","","https://www.yellowpages.com/los-angeles-ca/mip/sohonet-inc-475034687?lid=475034687","Telecommunications Consultants, Internet Products & Services, Telecommunications Services, Internet Service Providers (ISP)","https://www.sohonet.com","N AmericanLos Angeles, CA 90056","","Telecom","Los+Angeles,+CA"
"3741210","TSR Inc","(213) 253-0517","","","","Central LA, Historic Cultural, Little Tokyo","","https://www.yellowpages.com/los-angeles-ca/mip/tsr-inc-3741210?lid=3741210","Telecommunications Consultants","http://www.tsr-inc.com","300 N Los Angeles StLos Angeles, CA 90012","","Telecom","Los+Angeles,+CA"
